[5597, 3261, 6057, 5618, 5516, 5915, 5582, 5824, 5548, 1419, 5664, 5914, 5709, 5136, 3325, 5960, 5991, 1624, 6490, 5895, 6602, 6589, 5902, 5878, 11872, 5769, 3923, 5935, 5097, 6765, 5932, 5873, 5665, 4944, 2892, 5876, 1979, 203, 5759, 4816, 5898, 6001, 5309, 6000, 5922, 5983, 5851, 5881, 4002, 357, 2701, 6002, 5490, 5758, 2328, 6838, 5667, 5730, 5755, 5968, 4419, 5973, 6599, 5119, 5508, 4468, 4744, 5926, 5033, 6012, 3244, 6837, 5569, 5430, 4112, 5931, 6504, 6062, 12716, 6821, 6004, 6118, 6830, 5559, 6011, 5466, 5610, 5639, 5814, 2918, 5886, 13652, 643, 5263, 12004, 5526, 4529, 6810, 6777, 5990]
[224, 203, 1419, 321, 357, 2701, 645, 5462, 3618, 166, 5286, 189, 659, 1624, 445, 665, 5898, 41, 711, 293, 641, 5079, 3086, 4717, 1979, 4873, 5935, 3325, 1280, 506, 2690, 2911, 5774, 5118, 2645, 2641, 77, 367, 5095, 4108, 5968, 1562, 3261, 644, 2892, 643, 2313, 1521, 5271, 3709, 2703, 660, 5013, 5388, 5634, 5932, 1097, 4808, 4511, 688, 652, 354, 931, 5922, 192, 918, 2185, 3120, 470, 731, 39, 706, 5428, 2684, 420, 5033, 231, 1062, 650, 898, 557, 4816, 2208, 187, 4561, 1282, 5664, 331, 3734, 6602, 587, 699, 2141, 2344, 4080, 480, 28, 2859, 332, 78]
[4873, 1979, 5033, 6000, 5271, 6057, 3751, 2651, 5634, 5415, 3086, 5286, 293, 5311, 5851, 645, 2803, 5730, 5876, 2196, 5388, 4807, 5291, 2973, 354, 4080, 5597, 5915, 5667, 935, 4815, 187, 665, 5618, 5347, 5960, 6027, 2205, 5111, 5902, 6001, 5608, 5895, 4958, 5759, 3464, 4415, 5377, 3113, 5514, 3039, 3976, 15, 1394, 4879, 5991, 4421, 5453, 5515, 5241, 5319, 5631, 4744, 6559, 1595, 1445, 5703, 660, 4743, 4718, 4780, 3485, 3614, 4418, 5861, 5758, 4384, 6002, 3089, 5582, 647, 5829, 1018, 731, 5300, 1726, 2208, 3741, 2328, 4557, 5852, 7110, 5709, 6453, 5619, 4637, 4535, 4969, 5698, 5586]
[2087, 0, 6057, 2651, 5851, 4543, 224, 1647, 6490, 4815, 4511, 3256, 3314, 3244, 5667, 5095, 354, 6602, 2859, 231, 6001, 2328, 5895, 2313, 1086, 1259, 5107, 5267, 6502, 77, 5634, 4744, 3734, 5664, 5706, 5618, 6000, 2873, 6161, 4816, 2158, 5136, 2701, 557, 2378, 4675, 4108, 5730, 5300, 5311, 3919, 6516, 7197, 5915, 2645, 587, 6989, 6477, 6443, 5056, 15, 4529, 4576, 5159, 4618, 5902, 1726, 3385, 4112, 2690, 5886, 4583, 643, 5388, 1189, 4745, 4561, 146, 4743, 293, 5703, 4006, 5597, 5774, 3113, 1562, 5878, 3089, 5291, 5829, 2184, 5286, 4717, 5517, 4052, 420, 645, 935, 2616, 3324]
[5960, 5915, 5935, 5932, 5597, 5991, 4108, 2701, 1979, 5824, 5876, 5971, 5516, 5774, 4954, 5271, 5878, 856, 918, 4006, 3709, 5097, 5852, 5667, 6765, 5608, 5897, 6821, 5509, 6834, 5569, 5508, 2313, 5873, 321, 6837, 6708, 11872, 5488, 5895, 5849, 6006, 5665, 5959, 898, 6605, 3734, 6658, 643, 4958, 4984, 5918, 6830, 3613, 4789, 10294, 6586, 3464, 3976, 4548, 1445, 4714, 5822, 5596, 838, 6036, 2918, 9740, 166, 13652, 6525, 187, 6601, 4607, 3120, 5526, 4776, 5691, 706, 5827, 4846, 6808, 4576, 5924, 12734, 5466, 5120, 5913, 6608, 1097, 7093, 5727, 4749, 5281, 4945, 4718, 6482, 10807, 4750, 4102]
[5462, 203, 224, 3618, 5968, 5079, 5118, 1624, 321, 5960, 5932, 4873, 3086, 189, 5095, 5935, 5774, 3325, 5634, 1979, 5388, 4561, 2973, 5664, 445, 6000, 5415, 5677, 4816, 5183, 1562, 665, 5033, 2344, 5878, 4717, 2690, 5291, 5271, 5263, 3120, 5311, 2313, 4661, 3923, 39, 6057, 2651, 77, 3709, 5013, 2087, 5597, 6062, 5769, 2158, 187, 4954, 5991, 6490, 641, 5515, 1282, 2196, 5915, 5461, 4807, 3734, 856, 5606, 2684, 5510, 3099, 659, 5902, 5876, 2803, 5097, 5897, 5730, 3613, 4080, 3751, 3039, 5618, 5514, 6002, 5959, 4675, 4751, 898, 5895, 5516, 5347, 5453, 231, 4014, 587, 5873, 838]
[5960, 203, 5079, 5968, 5932, 5095, 1624, 5664, 4816, 5878, 5922, 5774, 5415, 357, 5183, 5677, 6057, 2973, 5915, 5991, 189, 5597, 5516, 6000, 6002, 5548, 5569, 5271, 5606, 5914, 4561, 5582, 4717, 4661, 5263, 2703, 5769, 5097, 2087, 5824, 4921, 5755, 2313, 5319, 5510, 711, 39, 5716, 856, 5013, 5730, 5608, 166, 5026, 3107, 4954, 2158, 2911, 4511, 918, 5812, 5461, 4807, 643, 2859, 4780, 2690, 5959, 5926, 5897, 3709, 5738, 4006, 5881, 5309, 5849, 5430, 5822, 2196, 4808, 5347, 665, 1521, 3976, 4557, 5488, 656, 4080, 6837, 6658, 354, 5983, 187, 898, 5136, 6599, 5610, 3244, 4543, 3613]
[706, 1280, 644, 78, 2185, 641, 556, 1058, 221, 2892, 231, 480, 652, 98, 666, 770, 548, 1595, 774, 1929, 4535, 1979, 1394, 646, 707, 3084, 28, 4873, 108, 1958, 557, 4511, 420, 2198, 1018, 2690, 132, 878, 856, 1330, 717, 654, 898, 1080, 660, 77, 361, 4815, 187, 4056, 3462, 669, 39, 2196, 4108, 2035, 479, 4717, 588, 2067, 743, 5033, 2995, 665, 627, 2651, 359, 2169, 1641, 352, 1593, 693, 2919, 1184, 1651, 785, 2065, 1073, 1075, 355, 465, 1619, 1408, 2713, 715, 1133, 764, 5932, 1479, 5525, 5159, 414, 716, 6602, 2535, 2205, 2641, 1126, 5300, 445]
[445, 480, 2313, 660, 2185, 2892, 5935, 666, 2690, 1097, 293, 4766, 652, 918, 5932, 5033, 731, 2087, 650, 693, 2859, 3113, 6001, 479, 310, 1092, 3709, 1247, 2344, 5263, 682, 5922, 1330, 4722, 3462, 556, 414, 1699, 4675, 653, 1479, 574, 1192, 5183, 3751, 2713, 361, 6443, 33, 3067, 671, 2169, 5525, 4954, 2872, 4984, 2919, 1206, 360, 3923, 629, 1184, 4421, 2239, 1746, 677, 4663, 669, 2035, 4418, 2973, 685, 3039, 413, 3613, 4111, 5311, 1662, 1494, 472, 7197, 3089, 702, 3084, 136, 1590, 1351, 5517, 1651, 5200, 4454, 5895, 764, 4951, 1997, 5667, 2214, 5300, 618, 777]
[4543, 3089, 6057, 231, 3751, 6559, 5033, 3314, 2859, 5013, 6027, 1394, 1647, 3099, 5769, 5241, 6000, 2205, 28, 2713, 2645, 2196, 666, 411, 2911, 5097, 5851, 5267, 6001, 5056, 4879, 39, 7197, 4080, 5706, 652, 4419, 5932, 480, 6658, 883, 4108, 2313, 4807, 4392, 1962, 2185, 645, 5664, 4056, 5895, 2184, 5183, 647, 321, 715, 5300, 6516, 2311, 687, 1065, 706, 4984, 2872, 2137, 6453, 4722, 4719, 4535, 7093, 3923, 2581, 4958, 4745, 1595, 5928, 2328, 4816, 5415, 5203, 1282, 5517, 4951, 3919, 4663, 7110, 4618, 4529, 3781, 3120, 1562, 3924, 858, 4415, 146, 2064, 4561, 3324, 3948, 5263]
[5033, 3325, 5013, 4815, 2651, 6057, 3618, 3919, 293, 3923, 587, 660, 5267, 3614, 4675, 5634, 5769, 1647, 2411, 189, 6000, 4594, 5291, 3751, 2205, 4661, 5730, 4392, 411, 4717, 6528, 5388, 5515, 445, 4808, 1521, 4014, 3458, 15, 644, 5968, 659, 3613, 166, 700, 6477, 2873, 5311, 146, 5959, 5872, 5758, 4535, 3089, 935, 5881, 4384, 5582, 6502, 78, 4583, 4745, 4421, 3039, 4719, 5749, 4618, 5873, 41, 1489, 5755, 1442, 238, 6559, 1958, 3485, 4105, 5709, 4663, 2321, 4726, 6453, 7110, 1189, 4789, 6989, 108, 2616, 5362, 5390, 1445, 5453, 4111, 1303, 4454, 351, 595, 4053, 161, 2998]
[5898, 224, 1419, 3618, 321, 0, 5960, 357, 5118, 5286, 189, 1624, 2645, 5932, 4873, 293, 5774, 645, 5935, 1979, 166, 4108, 3261, 711, 5095, 5677, 6602, 5922, 41, 5183, 6000, 4816, 1562, 2973, 4561, 2344, 2892, 4717, 5428, 5415, 445, 2690, 665, 5271, 643, 3120, 5931, 5033, 5263, 2313, 5291, 5878, 39, 1521, 77, 2911, 4808, 5013, 641, 6516, 5851, 2158, 1097, 3923, 918, 2651, 2703, 3709, 6057, 4511, 1280, 6062, 5319, 5311, 659, 4807, 4661, 2641, 5597, 2087, 3734, 3464, 187, 5569, 2196, 2684, 5872, 5515, 4080, 4954, 2859, 354, 656, 1282, 856, 3256, 6490, 4014, 3751, 5876]
[224, 5462, 2701, 321, 357, 4873, 645, 1979, 3618, 3325, 5095, 5286, 293, 2645, 711, 77, 643, 5898, 5935, 2690, 3261, 4108, 166, 3086, 5033, 5271, 6000, 5634, 6602, 5118, 1521, 4561, 2651, 5774, 665, 2087, 5922, 5968, 445, 5664, 4511, 2859, 354, 5388, 5183, 2158, 39, 2973, 656, 2344, 3923, 5878, 5960, 1280, 641, 6057, 6490, 4661, 4717, 4002, 2703, 421, 3734, 4808, 2911, 3120, 856, 3107, 1097, 3256, 898, 5677, 5851, 935, 5291, 644, 4766, 557, 931, 187, 3099, 6516, 1282, 5311, 3751, 838, 3709, 5769, 3314, 587, 231, 2684, 4543, 5872, 420, 4807, 706, 5097, 28, 4815]
[470, 2141, 3084, 583, 664, 1941, 691, 468, 707, 225, 1807, 519, 1184, 677, 790, 743, 1062, 204, 704, 913, 3516, 717, 680, 685, 593, 1895, 678, 288, 1181, 1274, 1049, 1929, 556, 956, 31, 1544, 469, 1620, 1651, 2185, 752, 878, 192, 471, 1093, 310, 462, 669, 1616, 954, 774, 702, 661, 481, 1075, 1059, 629, 1073, 4640, 1922, 6993, 2997, 738, 2919, 355, 653, 5203, 689, 1378, 1117, 699, 1538, 1532, 289, 1023, 2631, 8820, 615, 645, 588, 1054, 700, 3460, 1945, 728, 2832, 731, 676, 331, 599, 600, 2001, 3067, 1280, 673, 1247, 1666, 2735, 221, 716]
[5033, 5769, 5097, 6602, 3120, 2645, 4002, 931, 5664, 39, 3923, 13567, 5878, 4543, 898, 4661, 3086, 1647, 3618, 6001, 293, 4807, 203, 1624, 3919, 5730, 2803, 3614, 4954, 5922, 4594, 3113, 2344, 5895, 4419, 5311, 6658, 6027, 3099, 4743, 411, 5286, 5876, 4744, 4675, 1521, 1394, 2918, 231, 3039, 5935, 2873, 2713, 6502, 4114, 5931, 1962, 4618, 4958, 5517, 5873, 7110, 4384, 5241, 5430, 6559, 5111, 5758, 5968, 6002, 3485, 3741, 4529, 5608, 5677, 4014, 5222, 6062, 4421, 359, 5829, 4751, 4808, 4576, 5709, 5516, 6477, 5812, 4745, 5461, 9740, 5582, 3458, 641, 4921, 5503, 3740, 6109, 5631, 6505]
[4873, 3261, 1979, 6057, 6602, 3923, 5872, 5709, 4002, 224, 4816, 4954, 3314, 5597, 5263, 5026, 5183, 5667, 2690, 4751, 4675, 4743, 293, 5013, 1018, 5569, 5898, 5516, 4511, 5876, 5206, 6001, 4561, 1647, 2411, 2703, 5309, 935, 5548, 643, 2973, 5824, 6504, 3734, 2313, 5488, 5881, 5619, 354, 5759, 4750, 4717, 3976, 4557, 4780, 5111, 557, 5873, 4548, 5960, 3485, 931, 4576, 4776, 5931, 2910, 5453, 1280, 6482, 5631, 6118, 5056, 4846, 4719, 4940, 187, 5503, 10294, 3672, 5461, 5677, 5592, 3403, 11819, 6816, 4392, 2346, 5608, 4745, 647, 3464, 2184, 1065, 4722, 1826, 6543, 6495, 6636, 5119, 6765]
[203, 5462, 1419, 224, 5898, 321, 357, 1624, 0, 645, 293, 166, 41, 5286, 5118, 5968, 1979, 711, 5774, 2645, 1562, 5095, 3325, 5634, 4873, 5388, 5935, 4108, 3261, 6000, 2313, 2344, 5932, 2690, 643, 2973, 5960, 4561, 5922, 2892, 6602, 5013, 1521, 641, 5664, 659, 1097, 4816, 5271, 5677, 5415, 39, 77, 2911, 5033, 5183, 4808, 2158, 5263, 1280, 918, 2684, 5428, 931, 3709, 354, 187, 2087, 2641, 4511, 1282, 3464, 6516, 2703, 5931, 5515, 2651, 3734, 2196, 5878, 332, 660, 656, 367, 3923, 4080, 4661, 644, 856, 6057, 3107, 706, 5291, 4006, 4766, 4954, 5311, 5851, 2859, 699]
[666, 706, 231, 480, 39, 357, 659, 2313, 420, 1280, 645, 641, 78, 77, 4511, 898, 3385, 5013, 699, 587, 650, 2892, 2087, 132, 108, 3614, 557, 4815, 688, 2205, 4535, 310, 5271, 28, 1058, 931, 2137, 663, 421, 4421, 682, 653, 3089, 3256, 2651, 856, 2196, 956, 6001, 1018, 355, 838, 941, 6490, 240, 2919, 1593, 1097, 5706, 4718, 858, 1065, 700, 1646, 4766, 669, 1929, 646, 1408, 574, 3099, 479, 2995, 5892, 2641, 445, 203, 715, 4056, 414, 4717, 5159, 939, 2064, 3751, 3709, 7197, 238, 2581, 1330, 4984, 665, 201, 654, 1080, 2645, 687, 5203, 1247, 656]
[6602, 6057, 5462, 5664, 5548, 5960, 5516, 5914, 5878, 4108, 5932, 5769, 5582, 6000, 5118, 5663, 5973, 5716, 6837, 5991, 5851, 1746, 5514, 5111, 5898, 4780, 5709, 5759, 2892, 5873, 5755, 5503, 5742, 6002, 4661, 5849, 5926, 5829, 5881, 5667, 10294, 856, 6599, 6830, 5983, 5968, 5677, 6589, 2701, 5895, 4954, 5852, 4557, 39, 5876, 5931, 5136, 5509, 5569, 5309, 6549, 357, 4419, 5832, 5428, 5510, 2645, 6062, 5508, 11819, 3107, 3618, 3314, 5703, 3751, 5206, 6601, 6722, 5665, 4675, 6834, 5319, 6838, 2158, 12716, 6658, 5119, 5013, 3613, 11872, 935, 5347, 5886, 4392, 656, 6504, 4607, 3684, 5959, 6525]
[321, 203, 659, 2690, 1280, 41, 2911, 78, 5033, 2185, 652, 587, 39, 706, 1562, 420, 4873, 931, 4080, 2208, 77, 1624, 4108, 2641, 2313, 2684, 3120, 699, 666, 1058, 5271, 1065, 3261, 4815, 5183, 1282, 187, 1097, 6602, 4717, 98, 627, 1092, 5079, 4766, 2087, 3734, 2137, 1646, 279, 2158, 3462, 956, 4722, 2205, 231, 654, 5774, 421, 4535, 4594, 856, 2651, 4661, 3113, 4954, 2344, 1929, 3923, 5897, 5415, 1259, 5664, 310, 5118, 3385, 331, 1330, 1023, 6490, 838, 225, 1922, 2169, 238, 1647, 4415, 5706, 4418, 3099, 4807, 15, 2694, 4421, 5267, 3314, 5311, 5968, 5056, 656]
[1419, 357, 665, 166, 445, 711, 5013, 1280, 659, 41, 3261, 367, 4561, 5095, 4808, 5932, 5774, 2196, 5388, 3120, 652, 480, 1282, 420, 4815, 5183, 2158, 650, 856, 5922, 78, 5515, 3113, 3099, 4543, 506, 3923, 2205, 878, 5267, 5968, 3614, 654, 5878, 3256, 1647, 3458, 3462, 3314, 5677, 3751, 4722, 4415, 5706, 15, 1929, 1746, 2064, 4661, 13567, 5769, 5897, 1018, 5199, 1092, 359, 5311, 627, 663, 1445, 353, 460, 5056, 2713, 2873, 3924, 687, 4421, 4535, 98, 1023, 4006, 688, 5300, 310, 4418, 5510, 5738, 414, 279, 3613, 4984, 4833, 331, 225, 883, 1726, 5730, 5931, 745]
[1979, 6602, 3261, 2645, 5271, 203, 5876, 5851, 5769, 5634, 3099, 1647, 4543, 5462, 5730, 5878, 4419, 3314, 5286, 3256, 4717, 2205, 5111, 2911, 13567, 5873, 4744, 5597, 5881, 3751, 5895, 5915, 5935, 1726, 5569, 5902, 5608, 7093, 2690, 231, 5991, 2313, 4561, 5872, 3919, 643, 4879, 3244, 2713, 699, 4675, 4006, 838, 656, 3614, 5206, 15, 4958, 652, 5582, 411, 3672, 1259, 1445, 2344, 5755, 5309, 480, 6002, 5514, 4384, 3089, 7197, 5136, 665, 5758, 6528, 6027, 10294, 6559, 4726, 5709, 6989, 1282, 5453, 666, 5056, 5829, 6502, 4576, 6109, 5516, 706, 2873, 5390, 1086, 3976, 4719, 5703, 5815]
[321, 5013, 1280, 700, 699, 5033, 1065, 3462, 2641, 480, 3924, 1259, 688, 420, 898, 421, 506, 1394, 331, 4873, 2684, 2690, 706, 3325, 731, 132, 3385, 4766, 745, 647, 3734, 5706, 785, 460, 5932, 5267, 4111, 3084, 4543, 3113, 3261, 556, 476, 2713, 4807, 1595, 5056, 883, 1958, 4421, 5095, 5159, 663, 1097, 3433, 653, 687, 3751, 4637, 5515, 2995, 351, 108, 3089, 13567, 279, 1051, 579, 5286, 1329, 5517, 2873, 3458, 3099, 3067, 836, 4014, 1726, 4808, 136, 4561, 4984, 5525, 146, 318, 2321, 4418, 6602, 5462, 1184, 843, 4002, 1206, 3109, 4384, 3314, 1126, 161, 3256, 204]
[1979, 203, 2892, 321, 224, 6000, 6602, 645, 357, 5033, 5932, 5095, 5271, 5634, 39, 4108, 6490, 5013, 898, 5286, 2158, 2196, 5922, 77, 5851, 6057, 1562, 5183, 557, 5097, 4815, 354, 2313, 5968, 5415, 1280, 3751, 2641, 2911, 28, 4002, 2205, 3314, 4080, 1097, 5267, 2703, 5931, 1521, 5677, 420, 4807, 4717, 3120, 5881, 1394, 641, 659, 4419, 4816, 187, 5878, 4014, 15, 41, 682, 652, 706, 4675, 5056, 2344, 1282, 5898, 4808, 2713, 5515, 4594, 5311, 935, 3113, 367, 587, 647, 332, 4954, 3244, 5291, 699, 4415, 4744, 13567, 660, 2378, 5597, 4392, 5774, 5706, 666, 4879, 650]
[203, 224, 321, 5462, 0, 5898, 2701, 645, 293, 1979, 641, 5286, 4873, 2645, 665, 3086, 711, 5079, 3325, 4108, 77, 5968, 4717, 5935, 39, 6602, 41, 5095, 5932, 1521, 5118, 166, 643, 5271, 918, 5033, 2892, 3261, 5922, 931, 5774, 2344, 2911, 5634, 5664, 420, 2651, 6000, 5183, 2641, 5415, 2087, 1282, 2859, 4808, 898, 706, 3751, 3709, 4807, 5677, 5263, 856, 187, 2196, 4766, 644, 1097, 2684, 652, 2973, 2703, 4661, 4954, 480, 4561, 354, 557, 699, 656, 4080, 682, 3099, 506, 615, 4594, 5931, 3734, 5897, 935, 332, 5960, 5851, 5291, 587, 666, 4014, 5311, 3256, 231]
[321, 5079, 357, 0, 5286, 1624, 5118, 166, 645, 2645, 4873, 711, 5095, 5634, 3261, 3325, 665, 4108, 5935, 445, 5922, 2973, 2892, 4561, 5388, 5183, 643, 2690, 2344, 5428, 3120, 5271, 4816, 2703, 5033, 2911, 1521, 3709, 5013, 5878, 2641, 918, 5291, 1280, 4511, 5851, 2158, 3734, 1097, 2651, 6057, 4661, 2087, 3923, 6516, 354, 6062, 2684, 187, 3464, 2859, 5311, 5319, 3751, 4080, 656, 856, 5515, 4954, 5569, 3107, 6490, 4006, 5111, 587, 5663, 3099, 660, 4014, 4766, 28, 5730, 3256, 615, 5872, 3039, 898, 5959, 1746, 6002, 5510, 4815, 706, 2803, 5991, 652, 5597, 935, 3613, 332]
[4873, 321, 3314, 2645, 2651, 5095, 203, 4807, 6602, 5769, 5271, 4594, 6000, 0, 6490, 3325, 4815, 5462, 5851, 5033, 3244, 645, 189, 5667, 918, 3734, 420, 4543, 1280, 3113, 293, 3086, 354, 5634, 3120, 666, 2205, 3751, 3613, 5878, 5959, 4766, 5706, 77, 5618, 2703, 6027, 2344, 5730, 5895, 3089, 1259, 5922, 2911, 5267, 3099, 4384, 5159, 421, 4789, 5881, 1419, 5056, 1394, 2803, 5915, 3923, 5515, 641, 643, 4661, 5263, 4637, 682, 6559, 5118, 5286, 3614, 5510, 5608, 15, 656, 6001, 4954, 3741, 3709, 706, 5311, 5738, 4114, 4618, 6477, 7110, 4415, 4846, 5759, 3324, 5388, 660, 5597]
